companyId,companyName,measureId,measureTitle,r12Verdict,r14Verdict,r12Conf,r14Conf,r12Quotes,r14Quotes,r12SourceUrls,r14SourceUrls,snapshotR12Id,runR14
853,Amazon,4.1-ai-policy-published,"Has the company published a formal AI policy, principles, or responsible-AI framework?",Yes,Yes,High,High,2,3,https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf ; https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf,https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf ; https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf ; https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf,85,batch135
853,Amazon,4.1a-ai-policy-internal,Has the company referenced an internal AI policy or guidelines?,Yes,No,High,High,2,1,https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf ; https://aws.amazon.com/blogs/security/enabling-ai-adoption-at-scale-through-enterprise-risk-management-framework-part-2/,https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf,85,batch135
853,Amazon,4.2-operationalisation-ai-principles,"Does the company describe how AI principles are operationalised (controls, processes, KPIs)?",No,No,High,High,2,2,https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf ; https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf,https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf ; https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf,85,batch135
853,Amazon,4.3-data-security-privacy-ai,Does the AI policy explicitly cover data security and personal data privacy?,No,No,High,High,0,0,,,85,batch135
853,Amazon,4.4-third-party-ai-risk,Does the company have a policy for managing third-party AI risks?,No,No,High,High,0,0,,,85,batch135
853,Amazon,5.1-ai-kpis-quantified,Does the company disclose quantified AI-specific KPIs that it tracks internally?,No,No,High,High,0,0,,,85,batch135
853,Amazon,5.1a-ai-kpis-qualitative,Does the company reference internally tracked AI metrics qualitatively?,No,No,High,High,1,2,https://www.sec.gov/Archives/edgar/data/1018724/000110465926041026/tm261382-1_def14a.htm,https://www.sec.gov/Archives/edgar/data/1018724/000110465926041026/tm261382-1_def14a.htm ; https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,85,batch135
853,Amazon,5.2-ai-financial-impact-quantified,Does the company disclose quantified AI-attributable revenue or cost savings?,No,No,High,High,0,0,,,85,batch135
853,Amazon,5.2a-ai-financial-impact-qualitative,Does the company qualitatively attribute revenue or cost impact to AI?,No,No,High,High,0,1,,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,85,batch135
853,Amazon,6.1-ai-reskilling-programme,Has the company established a named workforce AI reskilling/upskilling programme?,No,No,High,High,2,0,https://www.sec.gov/Archives/edgar/data/1018724/000119312521157863/d123111d424b2.htm ; https://www.stocktitan.net/sec-filings/AMZN/def-14a-amazon-com-inc-definitive-proxy-statement-0223e31377e8.html,,85,batch135
853,Amazon,6.1a-ai-reskilling-commitment,Has the company stated a commitment to AI reskilling or upskilling?,No,No,High,High,1,1,https://www.stocktitan.net/sec-filings/AMZN/def-14a-amazon-com-inc-definitive-proxy-statement-0223e31377e8.html,https://www.stocktitan.net/sec-filings/AMZN/def-14a-amazon-com-inc-definitive-proxy-statement-0223e31377e8.html,85,batch135
853,Amazon,6.2-ai-training-headcount,Does the company disclose the number of employees that completed AI training in the reporting year?,No,No,High,High,1,1,https://www.aboutamazon.com/news/policy-news-views/amazon-responsible-ai,https://www.aboutamazon.com/news/policy-news-views/amazon-responsible-ai,85,batch135
853,Amazon,7.1-strategic-ai-partnerships,Has the company disclosed strategic partnerships with foundation-model providers or hyperscalers?,No,No,High,High,1,1,https://aws.amazon.com/ai/responsible-ai/,https://aws.amazon.com/ai/responsible-ai/,85,batch135
853,Amazon,8.1-ai-literacy-community,Does the company support AI literacy or digital-skills initiatives in the wider community?,Yes,Yes,High,High,1,1,https://aws.amazon.com/blogs/publicsector/national-framework-for-ai-assurance-in-australian-government-guidance-when-building-with-aws-ai-ml-solutions/,https://aws.amazon.com/blogs/publicsector/national-framework-for-ai-assurance-in-australian-government-guidance-when-building-with-aws-ai-ml-solutions/,85,batch135
853,Amazon,8.2-ai-public-policy-advocacy,Does the company engage in public policy advocacy related to AI ethics and governance?,No,No,High,High,2,0,https://www.sec.gov/Archives/edgar/data/1018724/000110465926041026/tm261382-1_def14a.htm ; https://d1.awsstatic.com/onedam/marketing-channels/website/aws/en_US/whitepapers/compliance/AWS-User-Guide-Governance-Risk-Compliance-for-Responsible-AI-Adoption-Financial-Services.pdf,,85,batch135
853,Amazon,9.1-ai-risk-factor-disclosure,"Does the company disclose AI as a material risk factor in its 10-K, 20-F or equivalent annual filing?",Yes,Yes,High,High,3,3,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm ; https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm ; https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm ; https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm ; https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,85,batch135
853,Amazon,9.2-ai-capex-rd-quantified,"Does the company quantify AI-related capex, R&D investment, or infrastructure commitment?",No,No,High,High,0,0,,,85,batch135
853,Amazon,9.3-ai-business-model-risk,Does the company disclose AI as a competitive risk to its existing business model?,Yes,Yes,High,High,1,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,85,batch135
853,Amazon,9.4-ai-incident-disclosure,Has the company disclosed any AI-related incidents or near-misses?,No,No,High,High,0,0,,,85,batch135
552,Oracle,1.1-ai-strategy-objectives,Does the company state a formal AI strategy with defined objectives?,No,No,High,High,2,1,https://www.arabsolutionsgroup.com/2025/07/05/ethics-and-responsible-ai-development-oracles-approach/ ; https://blogs.oracle.com/fusioninsider/bookmark-this-fusion-ai-governance-security-bias-docs,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,85,batch135
552,Oracle,1.1a-ai-strategic-priority,Does the company name AI as a stated strategic priority?,No,No,High,High,1,0,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,,85,batch135
552,Oracle,1.2-ai-competitive-driver,Is AI mentioned as a material driver of the company's competitive strategy?,No,No,High,High,1,2,https://www.arabsolutionsgroup.com/2025/07/05/ethics-and-responsible-ai-development-oracles-approach/,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm ; https://www.arabsolutionsgroup.com/2025/07/05/ethics-and-responsible-ai-development-oracles-approach/,85,batch135
552,Oracle,1.3-ai-technology-differentiation,Does the company distinguish between traditional/predictive AI and generative AI in its disclosures?,Yes,Partial,High,Low,3,3,https://www.oracle.com/artificial-intelligence/ai-vs-gen-ai-vs-ml/ ; https://www.oracle.com/artificial-intelligence/ai-vs-gen-ai-vs-ml/ ; https://www.oracle.com/artificial-intelligence/ai-vs-gen-ai-vs-ml/,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm ; https://www.oracle.com/artificial-intelligence/ai-vs-gen-ai-vs-ml/ ; https://www.oracle.com/artificial-intelligence/machine-learning/,85,batch135
552,Oracle,1.4-ai-regulation-readiness,Does the company disclose readiness for emerging AI regulations?,Yes,Yes,High,High,2,3,https://blogs.oracle.com/cloud-infrastructure/raising-the-bar-for-trustworthy-ai-at-oracle ; https://blogs.oracle.com/cloud-infrastructure/raising-the-bar-for-trustworthy-ai-at-oracle,https://www.oracle.com/contracts/docs/oracle-ai-terms.pdf ; https://blogs.oracle.com/cloud-infrastructure/raising-the-bar-for-trustworthy-ai-at-oracle ; https://blogs.oracle.com/cloud-infrastructure/raising-the-bar-for-trustworthy-ai-at-oracle,85,batch135
552,Oracle,2.1-ai-use-cases-count,Does the company disclose a specific number of AI use cases (in production or piloting)?,No,No,High,High,0,0,,,85,batch135
552,Oracle,2.1a-ai-use-cases-qualitative,Does the company reference multiple AI use cases qualitatively?,Yes,Yes,High,High,2,2,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm ; https://www.oracle.com/artificial-intelligence/machine-learning/,https://www.oracle.com/artificial-intelligence/ai-vs-gen-ai-vs-ml/ ; https://www.oracle.com/artificial-intelligence/ai-vs-gen-ai-vs-ml/,85,batch135
552,Oracle,2.2-ai-production-pilot-breakdown,Does the company disclose a breakdown of AI use cases by production vs pilot stage?,No,No,High,High,0,0,,,85,batch135
552,Oracle,2.2a-ai-production-deployment,Has the company stated any AI use case as in production?,No,No,High,High,0,0,,,85,batch135
552,Oracle,2.3-ai-use-case-descriptions,Does the company provide qualitative descriptions of AI use cases in key business areas?,No,No,High,High,1,1,https://www.oracle.com/artificial-intelligence/ai-vs-gen-ai-vs-ml/,https://www.oracle.com/artificial-intelligence/ai-vs-gen-ai-vs-ml/,85,batch135
552,Oracle,3.1-board-oversight-ai-charter,"Does the board (or a board committee) have an explicit, documented charter mandate for AI strategy and risk?",No,No,High,High,2,2,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm ; https://www.sec.gov/Archives/edgar/data/1341439/000119312525220801/d72066ddef14a.htm?ref=wheresyoured.at,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm ; https://www.sec.gov/Archives/edgar/data/1341439/000119312525220801/d72066ddef14a.htm?ref=wheresyoured.at,85,batch135
552,Oracle,3.1a-ai-board-discussion,Is AI risk or oversight discussed by the board in proxy or 10-K?,Yes,Yes,High,High,1,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312525220801/d72066ddef14a.htm?ref=wheresyoured.at,https://www.sec.gov/Archives/edgar/data/1341439/000119312525220801/d72066ddef14a.htm?ref=wheresyoured.at,85,batch135
552,Oracle,3.2-ai-leadership-accountability,Has the company appointed a named senior executive accountable for AI?,No,No,High,High,0,0,,,85,batch135
552,Oracle,3.3-ai-governance-committees,Has the company established a cross-functional AI governance/ethics committee at management level?,No,No,High,High,0,0,,,85,batch135
552,Oracle,3.4-ai-safety-robustness,Does the company disclose AI safety and robustness testing practices?,Yes,Yes,High,High,2,2,https://blogs.oracle.com/ai-and-datascience/building-trustworthy-ai-at-oracle ; https://blogs.oracle.com/ai-and-datascience/building-trustworthy-ai-at-oracle,https://blogs.oracle.com/ai-and-datascience/building-trustworthy-ai-at-oracle ; https://blogs.oracle.com/ai-and-datascience/building-trustworthy-ai-at-oracle,85,batch135
552,Oracle,4.1-ai-policy-published,"Has the company published a formal AI policy, principles, or responsible-AI framework?",Yes,Yes,High,High,2,3,https://www.arabsolutionsgroup.com/2025/07/05/ethics-and-responsible-ai-development-oracles-approach/ ; https://www.arabsolutionsgroup.com/2025/07/05/ethics-and-responsible-ai-development-oracles-approach/,https://blogs.oracle.com/fusioninsider/bookmark-this-fusion-ai-governance-security-bias-docs ; https://blogs.oracle.com/fusioninsider/bookmark-this-fusion-ai-governance-security-bias-docs ; https://www.arabsolutionsgroup.com/2025/07/05/ethics-and-responsible-ai-development-oracles-approach/,85,batch135
552,Oracle,4.1a-ai-policy-internal,Has the company referenced an internal AI policy or guidelines?,Yes,Yes,High,Medium,2,2,https://www.oracle.com/contracts/docs/oracle-ai-terms.pdf ; https://www.oracle.com/a/ocom/docs/corporate/netsuite-inapp-disclaimers-terms.pdf,https://www.oracle.com/contracts/docs/oracle-ai-terms.pdf ; https://www.oracle.com/a/ocom/docs/corporate/netsuite-inapp-disclaimers-terms.pdf,85,batch135
552,Oracle,4.2-operationalisation-ai-principles,"Does the company describe how AI principles are operationalised (controls, processes, KPIs)?",Yes,Partial,High,Low,3,3,https://blogs.oracle.com/cloud-infrastructure/raising-the-bar-for-trustworthy-ai-at-oracle ; https://www.oracle.com/il-en/corporate/responsible-ai-iso-42001/ ; https://www.ateam-oracle.com/ciso-perspectives-a-practical-guide-to-implementing-the-nist-ai-risk-management-framework-ai-rmf,https://blogs.oracle.com/cloud-infrastructure/raising-the-bar-for-trustworthy-ai-at-oracle ; https://www.oracle.com/il-en/corporate/responsible-ai-iso-42001/ ; https://www.ateam-oracle.com/ciso-perspectives-a-practical-guide-to-implementing-the-nist-ai-risk-management-framework-ai-rmf,85,batch135
552,Oracle,4.3-data-security-privacy-ai,Does the AI policy explicitly cover data security and personal data privacy?,No,No,High,High,3,3,https://www.arabsolutionsgroup.com/2025/07/05/ethics-and-responsible-ai-development-oracles-approach/ ; https://www.ateam-oracle.com/ciso-perspectives-a-practical-guide-to-implementing-the-nist-ai-risk-management-framework-ai-rmf ; https://www.oracle.com/a/ocom/docs/sovereign-ai-brief.pdf,https://www.arabsolutionsgroup.com/2025/07/05/ethics-and-responsible-ai-development-oracles-approach/ ; https://www.ateam-oracle.com/ciso-perspectives-a-practical-guide-to-implementing-the-nist-ai-risk-management-framework-ai-rmf ; https://www.oracle.com/a/ocom/docs/sovereign-ai-brief.pdf,85,batch135
552,Oracle,4.4-third-party-ai-risk,Does the company have a policy for managing third-party AI risks?,No,No,High,High,0,2,,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm ; https://www.sec.gov/Archives/edgar/data/1341439/000119312525220801/d72066ddef14a.htm?ref=wheresyoured.at,85,batch135
552,Oracle,5.1-ai-kpis-quantified,Does the company disclose quantified AI-specific KPIs that it tracks internally?,No,No,High,High,0,0,,,85,batch135
552,Oracle,5.1a-ai-kpis-qualitative,Does the company reference internally tracked AI metrics qualitatively?,No,No,High,High,0,0,,,85,batch135
552,Oracle,5.2-ai-financial-impact-quantified,Does the company disclose quantified AI-attributable revenue or cost savings?,No,No,High,High,0,0,,,85,batch135
552,Oracle,5.2a-ai-financial-impact-qualitative,Does the company qualitatively attribute revenue or cost impact to AI?,No,No,High,High,1,2,https://www.oracle.com/il-en/corporate/responsible-ai-iso-42001/,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm ; https://www.oracle.com/il-en/corporate/responsible-ai-iso-42001/,85,batch135
552,Oracle,6.1-ai-reskilling-programme,Has the company established a named workforce AI reskilling/upskilling programme?,No,No,High,High,0,0,,,85,batch135
552,Oracle,6.1a-ai-reskilling-commitment,Has the company stated a commitment to AI reskilling or upskilling?,No,No,High,High,0,0,,,85,batch135
552,Oracle,6.2-ai-training-headcount,Does the company disclose the number of employees that completed AI training in the reporting year?,No,No,High,High,0,0,,,85,batch135
552,Oracle,7.1-strategic-ai-partnerships,Has the company disclosed strategic partnerships with foundation-model providers or hyperscalers?,No,No,High,High,0,1,,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,85,batch135
552,Oracle,8.1-ai-literacy-community,Does the company support AI literacy or digital-skills initiatives in the wider community?,Yes,Yes,High,High,1,1,https://blogs.oracle.com/academy/oracle-champions-sustainable-and-responsible-ai-at-the-global-data-science-and-ai-summit-ilabafrica-centre-at-strathmore-university-nairobi,https://blogs.oracle.com/academy/oracle-champions-sustainable-and-responsible-ai-at-the-global-data-science-and-ai-summit-ilabafrica-centre-at-strathmore-university-nairobi,85,batch135
552,Oracle,8.2-ai-public-policy-advocacy,Does the company engage in public policy advocacy related to AI ethics and governance?,No,No,High,High,0,0,,,85,batch135
552,Oracle,9.1-ai-risk-factor-disclosure,"Does the company disclose AI as a material risk factor in its 10-K, 20-F or equivalent annual filing?",Yes,Yes,High,High,1,1,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,85,batch135
552,Oracle,9.2-ai-capex-rd-quantified,"Does the company quantify AI-related capex, R&D investment, or infrastructure commitment?",No,No,High,High,1,1,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,85,batch135
552,Oracle,9.3-ai-business-model-risk,Does the company disclose AI as a competitive risk to its existing business model?,Partial,Partial,Low,Low,1,1,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,85,batch135
552,Oracle,9.4-ai-incident-disclosure,Has the company disclosed any AI-related incidents or near-misses?,No,No,High,High,0,0,,,85,batch135
1918,Meta,1.1-ai-strategy-objectives,Does the company state a formal AI strategy with defined objectives?,No,No,High,High,1,2,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm ; https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,85,batch135
1918,Meta,1.1a-ai-strategic-priority,Does the company name AI as a stated strategic priority?,No,No,High,High,0,0,,,85,batch135
1918,Meta,1.2-ai-competitive-driver,Is AI mentioned as a material driver of the company's competitive strategy?,No,Partial,High,Low,1,2,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm ; https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,85,batch135
1918,Meta,1.3-ai-technology-differentiation,Does the company distinguish between traditional/predictive AI and generative AI in its disclosures?,Yes,Yes,High,High,2,2,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm ; https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm ; https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,85,batch135
1918,Meta,1.4-ai-regulation-readiness,Does the company disclose readiness for emerging AI regulations?,Yes,Partial,High,High,4,2,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm ; https://www.sec.gov/Archives/edgar/data/1326801/000132680124000022/meta-20240329.htm ; https://techstrong.ai/articles/meta-takes-a-cautionary-approach-with-ai-policy-document/ ; https://techstrong.ai/articles/meta-takes-a-cautionary-approach-with-ai-policy-document/,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm ; https://techstrong.ai/articles/meta-takes-a-cautionary-approach-with-ai-policy-document/,85,batch135
1918,Meta,2.1-ai-use-cases-count,Does the company disclose a specific number of AI use cases (in production or piloting)?,No,No,High,High,0,0,,,85,batch135
1918,Meta,2.1a-ai-use-cases-qualitative,Does the company reference multiple AI use cases qualitatively?,Partial,Yes,Low,High,2,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm ; https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,85,batch135
1918,Meta,2.2-ai-production-pilot-breakdown,Does the company disclose a breakdown of AI use cases by production vs pilot stage?,No,No,High,High,0,0,,,85,batch135
1918,Meta,2.2a-ai-production-deployment,Has the company stated any AI use case as in production?,Yes,Yes,High,High,1,2,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm ; https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,85,batch135
1918,Meta,2.3-ai-use-case-descriptions,Does the company provide qualitative descriptions of AI use cases in key business areas?,No,No,High,High,1,0,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,,85,batch135
1918,Meta,3.1-board-oversight-ai-charter,"Does the board (or a board committee) have an explicit, documented charter mandate for AI strategy and risk?",No,No,High,High,0,1,,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,85,batch135
1918,Meta,3.1a-ai-board-discussion,Is AI risk or oversight discussed by the board in proxy or 10-K?,Yes,Yes,High,High,1,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,85,batch135
